Id,Name,GenreId,Bio,PictureUrl,SoundCloud,Spotify,Youtube
16,"Boris Brejcha",25,"Boris Brejcha is a German DJ and producer known for his "High-Tech Minimal" style, a fusion of minimal techno and techno. Active since the mid-2000s, he founded his own label, Fckng Serious.",boris-brejcha.jpg,"<iframe width="100%" height="300" scrolling="no" frameborder="no" allow="autoplay" src="https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/1980512307&color=%23ff5500&auto_play=false&hide_related=false&show_comments=true&show_user=true&show_reposts=false&show_teaser=true&visual=true"></iframe><div style="font-size: 10px; color: #cccccc;line-break: anywhere;word-break: normal;overflow: hidden;white-space: nowrap;text-overflow: ellipsis; font-family: Interstate,Lucida Grande,Lucida Sans Unicode,Lucida Sans,Garuda,Verdana,Tahoma,sans-serif;font-weight: 100;"><a href="https://soundcloud.com/boris-brejcha" title="Boris Brejcha" target="_blank" style="color: #cccccc; text-decoration: none;">Boris Brejcha</a> · <a href="https://soundcloud.com/boris-brejcha/christmas-mix-2024" title="Christmas Mix 2024" target="_blank" style="color: #cccccc; text-decoration: none;">Christmas Mix 2024</a></div>","<iframe style="border-radius:12px" src="https://open.spotify.com/embed/artist/6caPJFLv1wesmM7gwK1ACy?utm_source=generator" width="100%" height="352" frameBorder="0" allowfullscreen="" allow="autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture" loading="lazy"></iframe>","<iframe width="560" height="315" src="https://www.youtube.com/embed/vqz8c4ZP3Wg?si=jdPe1k40_KGmNhzu" title="YouTube video player" frameborder="0" allow="accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share" referrerpolicy="strict-origin-when-cross-origin" allowfullscreen></iframe>"
17,"Boston 168",5,"Boston 168 is an Italian techno duo known for their acid techno sound. Active since the 2010s, they have released music on labels like Involve Records and Odd Even.",boston-168.jpg,"<iframe width="100%" height="300" scrolling="no" frameborder="no" allow="autoplay" src="https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/1734327894&color=%23ff5500&auto_play=false&hide_related=false&show_comments=true&show_user=true&show_reposts=false&show_teaser=true&visual=true"></iframe><div style="font-size: 10px; color: #cccccc;line-break: anywhere;word-break: normal;overflow: hidden;white-space: nowrap;text-overflow: ellipsis; font-family: Interstate,Lucida Grande,Lucida Sans Unicode,Lucida Sans,Garuda,Verdana,Tahoma,sans-serif;font-weight: 100;"><a href="https://soundcloud.com/boston-168" title="Boston 168" target="_blank" style="color: #cccccc; text-decoration: none;">Boston 168</a> · <a href="https://soundcloud.com/boston-168/boston-168-live-react-2023-belgrade" title="Boston 168 Live @ REACT 2023 (Belgrade)" target="_blank" style="color: #cccccc; text-decoration: none;">Boston 168 Live @ REACT 2023 (Belgrade)</a></div>","<iframe style="border-radius:12px" src="https://open.spotify.com/embed/artist/2C5ZMi6drXQAbj9LNhzZo0?utm_source=generator" width="100%" height="352" frameBorder="0" allowfullscreen="" allow="autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture" loading="lazy"></iframe>","<iframe width="560" height="315" src="https://www.youtube.com/embed/t3kjPw7Qh40?si=7L60K9Vk5TRv1fQd" title="YouTube video player" frameborder="0" allow="accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share" referrerpolicy="strict-origin-when-cross-origin" allowfullscreen></iframe>"
18,"Brutalismus 3000",20,"Brutalismus 3000 is a Berlin-based duo known for their fusion of hard techno, EBM, and punk. Active since the late 2010s, they have released music on labels like Live From Earth Klub.",brutalismus-3000.jpg,"<iframe width="100%" height="300" scrolling="no" frameborder="no" allow="autoplay" src="https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/1808459790&color=%23ff5500&auto_play=false&hide_related=false&show_comments=true&show_user=true&show_reposts=false&show_teaser=true&visual=true"></iframe><div style="font-size: 10px; color: #cccccc;line-break: anywhere;word-break: normal;overflow: hidden;white-space: nowrap;text-overflow: ellipsis; font-family: Interstate,Lucida Grande,Lucida Sans Unicode,Lucida Sans,Garuda,Verdana,Tahoma,sans-serif;font-weight: 100;"><a href="https://soundcloud.com/platform" title="Boiler Room" target="_blank" style="color: #cccccc; text-decoration: none;">Boiler Room</a> · <a href="https://soundcloud.com/platform/brutalismus-3000-berlin" title="Brutalismus 3000 | Berlin: Brutalismus 3000" target="_blank" style="color: #cccccc; text-decoration: none;">Brutalismus 3000 | Berlin: Brutalismus 3000</a></div>","<iframe style="border-radius:12px" src="https://open.spotify.com/embed/artist/6LtXxYMIiKSy2EGHnz1f5j?utm_source=generator" width="100%" height="352" frameBorder="0" allowfullscreen="" allow="autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture" loading="lazy"></iframe>","<iframe width="560" height="315" src="https://www.youtube.com/embed/pZhUS_q4jkc?si=HP2-BvknYKQ3Dtlb" title="YouTube video player" frameborder="0" allow="accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share" referrerpolicy="strict-origin-when-cross-origin" allowfullscreen></iframe>"
19,"Dax J",19,"Dax J is a British DJ and producer known for his hard techno, acid techno, and industrial techno sound. Active since the 2010s, he runs his own label, Monnom Black.",dax-j.jpg,"<iframe width="100%" height="300" scrolling="no" frameborder="no" allow="autoplay" src="https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/2018243193&color=%23ff5500&auto_play=false&hide_related=false&show_comments=true&show_user=true&show_reposts=false&show_teaser=true&visual=true"></iframe><div style="font-size: 10px; color: #cccccc;line-break: anywhere;word-break: normal;overflow: hidden;white-space: nowrap;text-overflow: ellipsis; font-family: Interstate,Lucida Grande,Lucida Sans Unicode,Lucida Sans,Garuda,Verdana,Tahoma,sans-serif;font-weight: 100;"><a href="https://soundcloud.com/daxj" title="DAX J" target="_blank" style="color: #cccccc; text-decoration: none;">DAX J</a> · <a href="https://soundcloud.com/daxj/dax-j-royal-philamonic-hall-poland" title="Dax J @ Royal Philamonic Hall, Poland, Arte Concert" target="_blank" style="color: #cccccc; text-decoration: none;">Dax J @ Royal Philamonic Hall, Poland, Arte Concert</a></div>","<iframe style="border-radius:12px" src="https://open.spotify.com/embed/artist/2zJJIWKT0LiwdxcwW9RajQ?utm_source=generator" width="100%" height="352" frameBorder="0" allowfullscreen="" allow="autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture" loading="lazy"></iframe>","<iframe width="560" height="315" src="https://www.youtube.com/embed/lwUi0Eo31z4?si=i_7ekjsJOp041a6f" title="YouTube video player" frameborder="0" allow="accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share" referrerpolicy="strict-origin-when-cross-origin" allowfullscreen></iframe>"
20,"Reinier Zonneveld",19,"Reinier Zonneveld is a Dutch DJ and producer known for his acid techno and live techno performances. Active since the 2010s, he runs his own label, Filth on Acid.",reinier-zonneveld.jpg,"<iframe width="100%" height="300" scrolling="no" frameborder="no" allow="autoplay" src="https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/1987022063&color=%23ff5500&auto_play=false&hide_related=false&show_comments=true&show_user=true&show_reposts=false&show_teaser=true&visual=true"></iframe><div style="font-size: 10px; color: #cccccc;line-break: anywhere;word-break: normal;overflow: hidden;white-space: nowrap;text-overflow: ellipsis; font-family: Interstate,Lucida Grande,Lucida Sans Unicode,Lucida Sans,Garuda,Verdana,Tahoma,sans-serif;font-weight: 100;"><a href="https://soundcloud.com/reinier-zonneveld" title="Reinier Zonneveld" target="_blank" style="color: #cccccc; text-decoration: none;">Reinier Zonneveld</a> · <a href="https://soundcloud.com/reinier-zonneveld/reinier-zonneveld-live-at-rave-rebels-2024" title="REINIER ZONNEVELD - LIVE @ RAVE REBELS 2024 ING ARENA BRUSSELS" target="_blank" style="color: #cccccc; text-decoration: none;">REINIER ZONNEVELD - LIVE @ RAVE REBELS 2024 ING ARENA BRUSSELS</a></div>","<iframe style="border-radius:12px" src="https://open.spotify.com/embed/artist/21A7bhIL1m6CNZn8y57PIZ?utm_source=generator" width="100%" height="352" frameBorder="0" allowfullscreen="" allow="autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture" loading="lazy"></iframe>","<iframe width="560" height="315" src="https://www.youtube.com/embed/s8DCq-_g1sY?si=zXIeuiU99SolD8QN" title="YouTube video player" frameborder="0" allow="accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share" referrerpolicy="strict-origin-when-cross-origin" allowfullscreen></iframe>"
21,"Deborah de Luca",17,"Deborah de Luca is an Italian techno DJ and producer, known for her driving techno and minimal techno sound. Active since the 2010s, she runs her own label, Solamente Records.",deborah-de-luca.jpg,"<iframe width="100%" height="300" scrolling="no" frameborder="no" allow="autoplay" src="https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/859066840&color=%23ff5500&auto_play=false&hide_related=false&show_comments=true&show_user=true&show_reposts=false&show_teaser=true&visual=true"></iframe><div style="font-size: 10px; color: #cccccc;line-break: anywhere;word-break: normal;overflow: hidden;white-space: nowrap;text-overflow: ellipsis; font-family: Interstate,Lucida Grande,Lucida Sans Unicode,Lucida Sans,Garuda,Verdana,Tahoma,sans-serif;font-weight: 100;"><a href="https://soundcloud.com/deborahdeluca" title="Deborah De Luca" target="_blank" style="color: #cccccc; text-decoration: none;">Deborah De Luca</a> · <a href="https://soundcloud.com/deborahdeluca/live-streaming-le-vele-di-scampia-napoli-9072020" title="Deborah De Luca live @ &quot;LE VELE&quot; di Scampia (Napoli) 9.07.2020" target="_blank" style="color: #cccccc; text-decoration: none;">Deborah De Luca live @ &quot;LE VELE&quot; di Scampia (Napoli) 9.07.2020</a></div>","<iframe style="border-radius:12px" src="https://open.spotify.com/embed/artist/144HzhpLjcR9k37w5Ico9B?utm_source=generator" width="100%" height="352" frameBorder="0" allowfullscreen="" allow="autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture" loading="lazy"></iframe>","<iframe width="560" height="315" src="https://www.youtube.com/embed/yEbrvMljMCg?si=d4eTfClolt89Tk3a" title="YouTube video player" frameborder="0" allow="accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share" referrerpolicy="strict-origin-when-cross-origin" allowfullscreen></iframe>"
22,"Enrico Sangiuliano",18,"Enrico Sangiuliano is an Italian techno DJ and producer, known for his melodic and peak-time techno sound. Active since the 2010s, he releases music on Drumcode and runs NINETOZERO with Charlotte de Witte.",enrico-sangiuliano.jpg,"<iframe width="100%" height="300" scrolling="no" frameborder="no" allow="autoplay" src="https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/1850279934&color=%23ff5500&auto_play=false&hide_related=false&show_comments=true&show_user=true&show_reposts=false&show_teaser=true&visual=true"></iframe><div style="font-size: 10px; color: #cccccc;line-break: anywhere;word-break: normal;overflow: hidden;white-space: nowrap;text-overflow: ellipsis; font-family: Interstate,Lucida Grande,Lucida Sans Unicode,Lucida Sans,Garuda,Verdana,Tahoma,sans-serif;font-weight: 100;"><a href="https://soundcloud.com/enricosangiuliano" title="Enrico Sangiuliano" target="_blank" style="color: #cccccc; text-decoration: none;">Enrico Sangiuliano</a> · <a href="https://soundcloud.com/enricosangiuliano/enrico-sangiuliano-closing-kappa-futurfestival-2023" title="Enrico Sangiuliano closing Kappa FuturFestival 2023" target="_blank" style="color: #cccccc; text-decoration: none;">Enrico Sangiuliano closing Kappa FuturFestival 2023</a></div>","<iframe style="border-radius:12px" src="https://open.spotify.com/embed/artist/1u7DsNFbakULvxnDGtMm90?utm_source=generator" width="100%" height="352" frameBorder="0" allowfullscreen="" allow="autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture" loading="lazy"></iframe>","<iframe width="560" height="315" src="https://www.youtube.com/embed/LudSGbKYM6g?si=_k6mpHEXJ1H4eoSb" title="YouTube video player" frameborder="0" allow="accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share" referrerpolicy="strict-origin-when-cross-origin" allowfullscreen></iframe>"
23,Gesaffelstein,15,"Gesaffelstein (Mike Lévy) is a French DJ and producer, known for his dark techno, electro, and industrial techno sound. Active since the late 2000s, he has released music on Turbo Recordings, Columbia Records, and OWSLA.







",gesaffelstein.jpg,"<iframe width="100%" height="300" scrolling="no" frameborder="no" allow="autoplay" src="https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/847248241&color=%23ff5500&auto_play=false&hide_related=false&show_comments=true&show_user=true&show_reposts=false&show_teaser=true&visual=true"></iframe><div style="font-size: 10px; color: #cccccc;line-break: anywhere;word-break: normal;overflow: hidden;white-space: nowrap;text-overflow: ellipsis; font-family: Interstate,Lucida Grande,Lucida Sans Unicode,Lucida Sans,Garuda,Verdana,Tahoma,sans-serif;font-weight: 100;"><a href="https://soundcloud.com/gesaffelstein" title="Gesaffelstein" target="_blank" style="color: #cccccc; text-decoration: none;">Gesaffelstein</a> · <a href="https://soundcloud.com/gesaffelstein/gesaffelstein-live-at-los-angeles-2019" title="Gesaffelstein Live at Los Angeles, 2019" target="_blank" style="color: #cccccc; text-decoration: none;">Gesaffelstein Live at Los Angeles, 2019</a></div>","<iframe style="border-radius:12px" src="https://open.spotify.com/embed/artist/3hteYQFiMFbJY7wS0xDymP?utm_source=generator" width="100%" height="352" frameBorder="0" allowfullscreen="" allow="autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture" loading="lazy"></iframe>","<iframe width="560" height="315" src="https://www.youtube.com/embed/oRSijEW_cDM?si=60dnPvtbDNjGsVK3" title="YouTube video player" frameborder="0" allow="accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share" referrerpolicy="strict-origin-when-cross-origin" allowfullscreen></iframe>"
24,"Juliet Fox",17,"Juliet Fox is an Australian techno DJ and producer, known for her driving, vocal-infused techno sound. Active since the 2010s, she has released music on labels like Drumcode, Kraftek, and her own label, TREGAMBE.







",juliet-fox.jpg,"<iframe width="100%" height="300" scrolling="no" frameborder="no" allow="autoplay" src="https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/1358118562&color=%23ff5500&auto_play=false&hide_related=false&show_comments=true&show_user=true&show_reposts=false&show_teaser=true&visual=true"></iframe><div style="font-size: 10px; color: #cccccc;line-break: anywhere;word-break: normal;overflow: hidden;white-space: nowrap;text-overflow: ellipsis; font-family: Interstate,Lucida Grande,Lucida Sans Unicode,Lucida Sans,Garuda,Verdana,Tahoma,sans-serif;font-weight: 100;"><a href="https://soundcloud.com/djjulietfox" title="JULIET FOX" target="_blank" style="color: #cccccc; text-decoration: none;">JULIET FOX</a> · <a href="https://soundcloud.com/djjulietfox/juliet-fox-fold-set-x-unfold-xxxix-london-uk-18sep22" title="Juliet Fox - FOLD SET x UNFOLD XXXIX London, UK | 18SEP22" target="_blank" style="color: #cccccc; text-decoration: none;">Juliet Fox - FOLD SET x UNFOLD XXXIX London, UK | 18SEP22</a></div>","<iframe style="border-radius:12px" src="https://open.spotify.com/embed/artist/7zH0EpzFgwmwpnEprtvDig?utm_source=generator" width="100%" height="352" frameBorder="0" allowfullscreen="" allow="autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture" loading="lazy"></iframe>","<iframe width="560" height="315" src="https://www.youtube.com/embed/fuJrnGl7uNA?si=RfyO-36-BCEKBy2F" title="YouTube video player" frameborder="0" allow="accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share" referrerpolicy="strict-origin-when-cross-origin" allowfullscreen></iframe>"
25,"Lilly Palmer",10,"Lilly Palmer is a German techno DJ and producer, known for her driving and melodic techno sound. Active since the 2010s, she has released music on labels like Drumcode and Senso Sounds.







",lilly-palmer.jpg,"<iframe width="100%" height="300" scrolling="no" frameborder="no" allow="autoplay" src="https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/1828710015&color=%23ff5500&auto_play=false&hide_related=false&show_comments=true&show_user=true&show_reposts=false&show_teaser=true&visual=true"></iframe><div style="font-size: 10px; color: #cccccc;line-break: anywhere;word-break: normal;overflow: hidden;white-space: nowrap;text-overflow: ellipsis; font-family: Interstate,Lucida Grande,Lucida Sans Unicode,Lucida Sans,Garuda,Verdana,Tahoma,sans-serif;font-weight: 100;"><a href="https://soundcloud.com/lilly_palmer" title="Lilly Palmer" target="_blank" style="color: #cccccc; text-decoration: none;">Lilly Palmer</a> · <a href="https://soundcloud.com/lilly_palmer/lilly-palmer-live-at-edc-las-vegas-neongarden-17052024" title="Lilly Palmer live at EDC Las Vegas neonGarden 17/05/2024" target="_blank" style="color: #cccccc; text-decoration: none;">Lilly Palmer live at EDC Las Vegas neonGarden 17/05/2024</a></div>","<iframe style="border-radius:12px" src="https://open.spotify.com/embed/artist/4h8IEOdrg60WM5XGyNOCVU?utm_source=generator" width="100%" height="352" frameBorder="0" allowfullscreen="" allow="autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture" loading="lazy"></iframe>","<iframe width="560" height="315" src="https://www.youtube.com/embed/P11EXf19fW0?si=TPdKe6CMfalXaWhk" title="YouTube video player" frameborder="0" allow="accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share" referrerpolicy="strict-origin-when-cross-origin" allowfullscreen></iframe>"
26,"Maceo Plex",10,"Maceo Plex (Eric Estornel) is a Cuban-American DJ and producer, known for his melodic techno, deep house, and electro sound. Active since the early 2000s, he runs the label Ellum Audio and has released music on Kompakt and Crosstown Rebels.







",maceo-plex.jpg,"<iframe width="100%" height="300" scrolling="no" frameborder="no" allow="autoplay" src="https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/125807031&color=%23ff5500&auto_play=false&hide_related=false&show_comments=true&show_user=true&show_reposts=false&show_teaser=true&visual=true"></iframe><div style="font-size: 10px; color: #cccccc;line-break: anywhere;word-break: normal;overflow: hidden;white-space: nowrap;text-overflow: ellipsis; font-family: Interstate,Lucida Grande,Lucida Sans Unicode,Lucida Sans,Garuda,Verdana,Tahoma,sans-serif;font-weight: 100;"><a href="https://soundcloud.com/maceoplex" title="Maceo Plex / Maetrik" target="_blank" style="color: #cccccc; text-decoration: none;">Maceo Plex / Maetrik</a> · <a href="https://soundcloud.com/maceoplex/maceo-plex-full-set-mixmag" title="Maceo Plex Full Set @ Mixmag Live 14-12-2013" target="_blank" style="color: #cccccc; text-decoration: none;">Maceo Plex Full Set @ Mixmag Live 14-12-2013</a></div>","<iframe style="border-radius:12px" src="https://open.spotify.com/embed/artist/3TXQ1ddouwQAI78hV4hXDj?utm_source=generator" width="100%" height="352" frameBorder="0" allowfullscreen="" allow="autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture" loading="lazy"></iframe>","<iframe width="560" height="315" src="https://www.youtube.com/embed/8x13vB2yK30?si=wFEI1mau6M4AQLH1" title="YouTube video player" frameborder="0" allow="accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share" referrerpolicy="strict-origin-when-cross-origin" allowfullscreen></iframe>"
27,"Mark Dekoda",19,"Mark Dekoda is a German techno DJ and producer, known for his dark, hard-hitting techno and minimal techno sound. Active since the 2010s, he releases music on labels like Black Square Recordings and his own imprint.







",mark-dekoda.jpg,"<iframe width="100%" height="300" scrolling="no" frameborder="no" allow="autoplay" src="https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/1221151324&color=%23ff5500&auto_play=false&hide_related=false&show_comments=true&show_user=true&show_reposts=false&show_teaser=true&visual=true"></iframe><div style="font-size: 10px; color: #cccccc;line-break: anywhere;word-break: normal;overflow: hidden;white-space: nowrap;text-overflow: ellipsis; font-family: Interstate,Lucida Grande,Lucida Sans Unicode,Lucida Sans,Garuda,Verdana,Tahoma,sans-serif;font-weight: 100;"><a href="https://soundcloud.com/mark-dekoda" title="Mark Dekoda" target="_blank" style="color: #cccccc; text-decoration: none;">Mark Dekoda</a> · <a href="https://soundcloud.com/mark-dekoda/rave-harder-techno-bass" title="Rave Harder Techno Bass" target="_blank" style="color: #cccccc; text-decoration: none;">Rave Harder Techno Bass</a></div>","<iframe style="border-radius:12px" src="https://open.spotify.com/embed/artist/3FzG2HgsgPRfwpX1qSK1g8?utm_source=generator" width="100%" height="352" frameBorder="0" allowfullscreen="" allow="autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture" loading="lazy"></iframe>","<iframe width="560" height="315" src="https://www.youtube.com/embed/-aKA8GrteDM?si=aHv44mCumxaLV3Lh" title="YouTube video player" frameborder="0" allow="accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share" referrerpolicy="strict-origin-when-cross-origin" allowfullscreen></iframe>"
